idvpiid,piid,CSIScontractID,ContractLabelID,hyphenatedIDVpiid,CSISidvpiidID,IsPerformanceBasedLogistics,ContractingAgencyID,ContractingOfficeID,MajorCommandID,FundingAgencyID,FundingOfficeID,TypeOfContractPricing,SystemEquipmentCode,StatutoryExceptionToFairOpportunity,ExtentCompeted,MinOfEffectiveDate,MaxOfEffectiveDate,CSISsolicitationID,ContractNumber,MinOfSignedDate,LastUltimateCompletionDate,MaxOfSignedDate,AnyIdentifiedSystemEquipment,CSISmodifiedDate,CSISmodifiedBy
N0017809D5743,1,18804842,NULL,NULL,3867,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5744,1,18804843,NULL,NULL,266119,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5745,1,18804844,NULL,NULL,293356,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5748,1,18804847,NULL,NULL,422699,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5749,1,18804848,NULL,NULL,336366,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5751,1,18804851,NULL,NULL,424091,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5752,1,18804852,NULL,NULL,413159,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5755,1,18804854,NULL,NULL,354138,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5756,1,18804855,NULL,NULL,143413,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5759,1,18804858,NULL,NULL,90096,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5760,1,18804859,NULL,NULL,440288,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5763,1,18804862,NULL,NULL,105335,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5764,1,18804863,NULL,NULL,286579,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5765,1,18804864,NULL,NULL,29142,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5766,1,18804865,NULL,NULL,6023,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5767,1,18804866,NULL,NULL,257289,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5768,1,18804867,NULL,NULL,166013,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5769,1,18804868,NULL,NULL,432463,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5770,1,18804869,NULL,NULL,407629,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5771,1,18804870,NULL,NULL,100508,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5772,1,18804872,NULL,NULL,210963,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5775,1,18804875,NULL,NULL,417889,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5776,1,18804876,NULL,NULL,118645,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5778,1,18804879,NULL,NULL,251269,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5780,1,18804881,NULL,NULL,25839,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5781,1,18804882,NULL,NULL,17835,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5782,1,18804883,NULL,NULL,421299,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5784,1,18804886,NULL,NULL,97416,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5785,1,18804887,NULL,NULL,324581,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5786,1,18804888,NULL,NULL,170735,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5787,1,18804889,NULL,NULL,358832,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5788,1,18804890,NULL,NULL,155215,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5792,1,18804894,NULL,NULL,86031,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5793,1,18804895,NULL,NULL,120279,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5794,1,18804897,NULL,NULL,287538,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5795,1,18804900,NULL,NULL,218023,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5796,1,18804901,NULL,NULL,349048,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5797,1,18804902,NULL,NULL,381401,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5798,1,18804903,NULL,NULL,25896,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5799,1,18804904,NULL,NULL,202387,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5800,1,18804905,NULL,NULL,53824,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5801,1,18804906,NULL,NULL,52544,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5802,1,18804907,NULL,NULL,363418,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5803,1,18804908,NULL,NULL,183832,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5805,1,18804910,NULL,NULL,97755,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5806,1,18804911,NULL,NULL,226102,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5807,1,18804912,NULL,NULL,290083,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5808,1,18804913,NULL,NULL,16823,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5810,1,18804915,NULL,NULL,117649,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5811,1,18804916,NULL,NULL,270171,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5813,1,18804918,NULL,NULL,214216,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5814,1,18804919,NULL,NULL,431753,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5815,1,18804921,NULL,NULL,418618,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5817,1,18804924,NULL,NULL,389761,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5818,1,18804925,NULL,NULL,386167,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5819,1,18804927,NULL,NULL,398947,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5821,1,18804929,NULL,NULL,168346,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5822,1,18804931,NULL,NULL,381349,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5823,1,18804933,NULL,NULL,138786,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5824,1,18804934,NULL,NULL,127802,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5826,1,18804936,NULL,NULL,216227,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5827,1,18804937,NULL,NULL,4018,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5828,1,18804938,NULL,NULL,354043,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5830,1,18804940,NULL,NULL,438001,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5831,1,18804941,NULL,NULL,5087,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5833,1,18804943,NULL,NULL,229102,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5834,1,18804944,NULL,NULL,202362,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5835,1,18804945,NULL,NULL,374010,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5836,1,18804946,NULL,NULL,41257,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5837,1,18804947,NULL,NULL,36554,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5838,1,18804948,NULL,NULL,101734,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5839,1,18804949,NULL,NULL,347810,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5840,1,18804950,NULL,NULL,66066,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5841,1,18804951,NULL,NULL,150626,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5842,1,18804952,NULL,NULL,165707,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5844,1,18804954,NULL,NULL,86931,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5845,1,18804955,NULL,NULL,434983,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5846,1,18804956,NULL,NULL,421886,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5847,1,18804957,NULL,NULL,103985,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5849,1,18804959,NULL,NULL,316804,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5850,1,18804960,NULL,NULL,405160,NULL,1700,N00178,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,3/31/2009,12/19/2008,NULL,48:05.0,CSIS\GSanders
N0017809D5851,1,18804961,NULL,NULL,138111,NULL,NULL,NULL,ORG-2941,NULL,NULL,U,0,FAIR,A,00:00.0,00:00.0,209037,NULL,12/19/2008,4/4/2009,9/22/2014,NULL,48:05.0,CSIS\GSanders
W91ZLK07D0110,5,25052556,NULL,NULL,222630,NULL,2100,W91ZLK,ORG-2876,NULL,NULL,Y,0,,A,00:00.0,00:00.0,1346579,NULL,7/25/2007,11/30/2008,6/26/2008,NULL,48:05.0,CSIS\GSanders
W912UM05D0016,5,24892248,NULL,NULL,57058,NULL,2100,W912UM,ORG-2872,NULL,NULL,J,0,FAIR,A,00:00.0,00:00.0,1318356,NULL,9/25/2009,6/1/2012,6/14/2011,NULL,48:05.0,CSIS\GSanders
W912UM09D0034,2,24893130,NULL,NULL,360378,NULL,2100,W912UM,ORG-2872,NULL,NULL,J,0,FAIR,A,00:00.0,00:00.0,1318439,NULL,9/30/2009,12/31/2011,4/12/2012,NULL,48:05.0,CSIS\GSanders
,W912QR08C0053,8488622,NULL,NULL,23356,NULL,2100,W912QR,ORG-2872,NULL,NULL,J,0,,A,00:00.0,00:00.0,1317081,NULL,9/29/2008,3/29/2012,11/15/2011,NULL,48:05.0,CSIS\GSanders
,HT940211C0003,2566952,NULL,NULL,23356,NULL,NULL,HT9402,NULL,NULL,NULL,U,0,,A,00:00.0,00:00.0,151708,NULL,3/3/2011,3/31/2017,9/30/2014,NULL,48:05.0,CSIS\GSanders
W912UM05D0014,3,24892236,NULL,NULL,246960,NULL,2100,W912UM,ORG-2872,NULL,NULL,J,0,FOO,A,00:00.0,00:00.0,1318356,NULL,4/29/2008,12/26/2010,7/8/2010,NULL,48:05.0,CSIS\GSanders
,FA862508C6451,1416567,NULL,NULL,23356,NULL,NULL,NULL,ORG-2825,NULL,NULL,NULL,379,,A,00:00.0,00:00.0,NULL,NULL,2/29/2008,12/7/2011,7/2/2012,1,48:05.0,CSIS\GSanders
